,VJ.combi,count.seq,mouseID,analysis_type,filename,path
34,IGHV9-2*01_IGHJ4*01_36_1,3,m32,pos_YFP,IGHV9-2-01_IGHJ4-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV9-2-01_IGHJ4-01_36_1.aln.fasta
87,IGHV10-1*01_IGHJ1*03_51_1,3,m32,pos_YFP,IGHV10-1-01_IGHJ1-03_51_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV10-1-01_IGHJ1-03_51_1.aln.fasta
27,IGHV1-75*01_IGHJ2*01_45_1,3,m32,pos_YFP,IGHV1-75-01_IGHJ2-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-75-01_IGHJ2-01_45_1.aln.fasta
89,IGHV14-1*01_IGHJ1*03_36_1,3,m32,pos_YFP,IGHV14-1-01_IGHJ1-03_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV14-1-01_IGHJ1-03_36_1.aln.fasta
91,IGHV5-2*01_IGHJ1*03_28_1,3,m32,pos_YFP,IGHV5-2-01_IGHJ1-03_28_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV5-2-01_IGHJ1-03_28_1.aln.fasta
92,IGHV3-6*01_IGHJ3*01_48_1,3,m32,pos_YFP,IGHV3-6-01_IGHJ3-01_48_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV3-6-01_IGHJ3-01_48_1.aln.fasta
90,IGHV7-3*01_IGHJ1*03_57_1,3,m32,pos_YFP,IGHV7-3-01_IGHJ1-03_57_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV7-3-01_IGHJ1-03_57_1.aln.fasta
25,IGHV1-26*01_IGHJ4*01_48_2,3,m32,pos_YFP,IGHV1-26-01_IGHJ4-01_48_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-26-01_IGHJ4-01_48_2.aln.fasta
14,IGHV1-55*01_IGHJ3*01_39_1,3,m32,pos_YFP,IGHV1-55-01_IGHJ3-01_39_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-55-01_IGHJ3-01_39_1.aln.fasta
17,IGHV1-55*01_IGHJ3*01_39_4,3,m32,pos_YFP,IGHV1-55-01_IGHJ3-01_39_4,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-55-01_IGHJ3-01_39_4.aln.fasta
13,IGHV1-15*01_IGHJ3*01_48_1,3,m32,pos_YFP,IGHV1-15-01_IGHJ3-01_48_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-15-01_IGHJ3-01_48_1.aln.fasta
12,IGHV1-81*01_IGHJ1*03_42_1,3,m32,pos_YFP,IGHV1-81-01_IGHJ1-03_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-81-01_IGHJ1-03_42_1.aln.fasta
6,IGHV1-19*01_IGHJ2*01_39_1,3,m32,pos_YFP,IGHV1-19-01_IGHJ2-01_39_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-19-01_IGHJ2-01_39_1.aln.fasta
60,IGHV1-18*01_IGHJ4*01_51_1,4,m32,pos_YFP,IGHV1-18-01_IGHJ4-01_51_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-18-01_IGHJ4-01_51_1.aln.fasta
63,IGHV1-9*01_IGHJ2*01_33_1,4,m32,pos_YFP,IGHV1-9-01_IGHJ2-01_33_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-9-01_IGHJ2-01_33_1.aln.fasta
64,IGHV1-39*01_IGHJ3*01_39_1,4,m32,pos_YFP,IGHV1-39-01_IGHJ3-01_39_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-39-01_IGHJ3-01_39_1.aln.fasta
68,IGHV8-12*01_IGHJ1*03_51_1,4,m32,pos_YFP,IGHV8-12-01_IGHJ1-03_51_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV8-12-01_IGHJ1-03_51_1.aln.fasta
70,IGHV1-39*01_IGHJ1*03_48_1,4,m32,pos_YFP,IGHV1-39-01_IGHJ1-03_48_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-39-01_IGHJ1-03_48_1.aln.fasta
73,IGHV14-1*01_IGHJ2*02_42_1,4,m32,pos_YFP,IGHV14-1-01_IGHJ2-02_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV14-1-01_IGHJ2-02_42_1.aln.fasta
74,IGHV9-3*01_IGHJ4*01_36_1,4,m32,pos_YFP,IGHV9-3-01_IGHJ4-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV9-3-01_IGHJ4-01_36_1.aln.fasta
75,IGHV6-6*01_IGHJ2*01_27_1,4,m32,pos_YFP,IGHV6-6-01_IGHJ2-01_27_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV6-6-01_IGHJ2-01_27_1.aln.fasta
57,IGHV5-16*01_IGHJ2*01_33_1,4,m32,pos_YFP,IGHV5-16-01_IGHJ2-01_33_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV5-16-01_IGHJ2-01_33_1.aln.fasta
77,IGHV3-6*01_IGHJ3*01_36_1,4,m32,pos_YFP,IGHV3-6-01_IGHJ3-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV3-6-01_IGHJ3-01_36_1.aln.fasta
81,IGHV1-74*01_IGHJ4*01_48_1,4,m32,pos_YFP,IGHV1-74-01_IGHJ4-01_48_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-74-01_IGHJ4-01_48_1.aln.fasta
79,IGHV1-55*01_IGHJ1*03_48_1,4,m32,pos_YFP,IGHV1-55-01_IGHJ1-03_48_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-55-01_IGHJ1-03_48_1.aln.fasta
50,IGHV1-31*01_IGHJ4*01_51_1,4,m32,pos_YFP,IGHV1-31-01_IGHJ4-01_51_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-31-01_IGHJ4-01_51_1.aln.fasta
53,IGHV1-80*01_IGHJ3*01_36_1,4,m32,pos_YFP,IGHV1-80-01_IGHJ3-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-80-01_IGHJ3-01_36_1.aln.fasta
24,IGHV1-26*01_IGHJ4*01_48_1,4,m32,pos_YFP,IGHV1-26-01_IGHJ4-01_48_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-26-01_IGHJ4-01_48_1.aln.fasta
32,IGHV14-3*01_IGHJ4*01_54_1,4,m32,pos_YFP,IGHV14-3-01_IGHJ4-01_54_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV14-3-01_IGHJ4-01_54_1.aln.fasta
33,IGHV1-59*01_IGHJ2*01_36_1,4,m32,pos_YFP,IGHV1-59-01_IGHJ2-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-59-01_IGHJ2-01_36_1.aln.fasta
46,IGHV1-42*01_IGHJ2*01_45_1,4,m32,pos_YFP,IGHV1-42-01_IGHJ2-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-42-01_IGHJ2-01_45_1.aln.fasta
48,IGHV8-8*01_IGHJ1*03_54_1,4,m32,pos_YFP,IGHV8-8-01_IGHJ1-03_54_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV8-8-01_IGHJ1-03_54_1.aln.fasta
49,IGHV1-4*01_IGHJ4*01_54_1,4,m32,pos_YFP,IGHV1-4-01_IGHJ4-01_54_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-4-01_IGHJ4-01_54_1.aln.fasta
2,IGHV1-19*01_IGHJ3*01_36_3,5,m32,pos_YFP,IGHV1-19-01_IGHJ3-01_36_3,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-19-01_IGHJ3-01_36_3.aln.fasta
19,IGHV1-81*01_IGHJ3*01_45_1,5,m32,pos_YFP,IGHV1-81-01_IGHJ3-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-81-01_IGHJ3-01_45_1.aln.fasta
18,IGHV14-2*01_IGHJ2*01_24_1,5,m32,pos_YFP,IGHV14-2-01_IGHJ2-01_24_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV14-2-01_IGHJ2-01_24_1.aln.fasta
80,IGHV5-17*01_IGHJ2*01_30_1,5,m32,pos_YFP,IGHV5-17-01_IGHJ2-01_30_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV5-17-01_IGHJ2-01_30_1.aln.fasta
72,IGHV9-3*01_IGHJ4*01_48_1,5,m32,pos_YFP,IGHV9-3-01_IGHJ4-01_48_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV9-3-01_IGHJ4-01_48_1.aln.fasta
54,IGHV1-63*01_IGHJ2*01_45_1,5,m32,pos_YFP,IGHV1-63-01_IGHJ2-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-63-01_IGHJ2-01_45_1.aln.fasta
37,IGHV3-6*01_IGHJ2*01_36_1,5,m32,pos_YFP,IGHV3-6-01_IGHJ2-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV3-6-01_IGHJ2-01_36_1.aln.fasta
28,IGHV8-8*01_IGHJ3*01_45_1,5,m32,pos_YFP,IGHV8-8-01_IGHJ3-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV8-8-01_IGHJ3-01_45_1.aln.fasta
65,IGHV2-2*01_IGHJ2*01_36_1,5,m32,pos_YFP,IGHV2-2-01_IGHJ2-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV2-2-01_IGHJ2-01_36_1.aln.fasta
26,IGHV1-81*01_IGHJ2*01_45_1,6,m32,pos_YFP,IGHV1-81-01_IGHJ2-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-81-01_IGHJ2-01_45_1.aln.fasta
45,IGHV1-82*01_IGHJ4*01_39_1,6,m32,pos_YFP,IGHV1-82-01_IGHJ4-01_39_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-82-01_IGHJ4-01_39_1.aln.fasta
52,IGHV1-34*01_IGHJ3*01_36_1,7,m32,pos_YFP,IGHV1-34-01_IGHJ3-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-34-01_IGHJ3-01_36_1.aln.fasta
69,IGHV8-12*01_IGHJ3*01_54_1,7,m32,pos_YFP,IGHV8-12-01_IGHJ3-01_54_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV8-12-01_IGHJ3-01_54_1.aln.fasta
10,IGHV1-19*01_IGHJ3*01_39_1,7,m32,pos_YFP,IGHV1-19-01_IGHJ3-01_39_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-19-01_IGHJ3-01_39_1.aln.fasta
36,IGHV1-81*01_IGHJ2*01_42_1,7,m32,pos_YFP,IGHV1-81-01_IGHJ2-01_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-81-01_IGHJ2-01_42_1.aln.fasta
11,IGHV14-3*01_IGHJ4*01_51_1,8,m32,pos_YFP,IGHV14-3-01_IGHJ4-01_51_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV14-3-01_IGHJ4-01_51_1.aln.fasta
30,IGHV9-3*01_IGHJ2*01_45_1,8,m32,pos_YFP,IGHV9-3-01_IGHJ2-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV9-3-01_IGHJ2-01_45_1.aln.fasta
22,IGHV1-22*01_IGHJ3*01_45_1,8,m32,pos_YFP,IGHV1-22-01_IGHJ3-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-22-01_IGHJ3-01_45_1.aln.fasta
1,IGHV1-19*01_IGHJ3*01_36_1,9,m32,pos_YFP,IGHV1-19-01_IGHJ3-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-19-01_IGHJ3-01_36_1.aln.fasta
8,IGHV13-2*01_IGHJ2*01_42_1,9,m32,pos_YFP,IGHV13-2-01_IGHJ2-01_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV13-2-01_IGHJ2-01_42_1.aln.fasta
21,IGHV1-22*01_IGHJ2*01_33_2,10,m32,pos_YFP,IGHV1-22-01_IGHJ2-01_33_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV1-22-01_IGHJ2-01_33_2.aln.fasta
35,IGHV14-1*01_IGHJ2*01_42_1,11,m32,pos_YFP,IGHV14-1-01_IGHJ2-01_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m32/pos_YFP_MIDs/m32_pos_YFP_IGHV14-1-01_IGHJ2-01_42_1.aln.fasta
