,VJ.combi,count.seq,mouseID,analysis_type,filename,path
88,IGHV5-6*01_IGHJ2*01_54_1,3,m42,pos_YFP,IGHV5-6-01_IGHJ2-01_54_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV5-6-01_IGHJ2-01_54_1.aln.fasta
86,IGHV10-1*01_IGHJ4*01_54_1,3,m42,pos_YFP,IGHV10-1-01_IGHJ4-01_54_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV10-1-01_IGHJ4-01_54_1.aln.fasta
85,IGHV1-9*01_IGHJ4*01_51_1,3,m42,pos_YFP,IGHV1-9-01_IGHJ4-01_51_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-9-01_IGHJ4-01_51_1.aln.fasta
83,IGHV1-42*01_IGHJ2*01_30_1,3,m42,pos_YFP,IGHV1-42-01_IGHJ2-01_30_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-42-01_IGHJ2-01_30_1.aln.fasta
82,IGHV1-76*01_IGHJ3*01_33_1,3,m42,pos_YFP,IGHV1-76-01_IGHJ3-01_33_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-76-01_IGHJ3-01_33_1.aln.fasta
80,IGHV6-3*01_IGHJ4*01_33_2,3,m42,pos_YFP,IGHV6-3-01_IGHJ4-01_33_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV6-3-01_IGHJ4-01_33_2.aln.fasta
75,IGHV1-78*01_IGHJ2*01_36_1,3,m42,pos_YFP,IGHV1-78-01_IGHJ2-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-78-01_IGHJ2-01_36_1.aln.fasta
74,IGHV1-78*01_IGHJ4*01_39_2,3,m42,pos_YFP,IGHV1-78-01_IGHJ4-01_39_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-78-01_IGHJ4-01_39_2.aln.fasta
71,IGHV14-3*01_IGHJ3*01_45_1,3,m42,pos_YFP,IGHV14-3-01_IGHJ3-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV14-3-01_IGHJ3-01_45_1.aln.fasta
63,IGHV1-85*01_IGHJ4*01_33_1,3,m42,pos_YFP,IGHV1-85-01_IGHJ4-01_33_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-85-01_IGHJ4-01_33_1.aln.fasta
67,IGHV1-52*01_IGHJ3*01_30_1,3,m42,pos_YFP,IGHV1-52-01_IGHJ3-01_30_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-52-01_IGHJ3-01_30_1.aln.fasta
58,IGHV1-72*01_IGHJ2*01_36_1,3,m42,pos_YFP,IGHV1-72-01_IGHJ2-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-72-01_IGHJ2-01_36_1.aln.fasta
55,IGHV3-6*01_IGHJ1*03_39_1,3,m42,pos_YFP,IGHV3-6-01_IGHJ1-03_39_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV3-6-01_IGHJ1-03_39_1.aln.fasta
54,IGHV3-6*01_IGHJ1*03_36_1,3,m42,pos_YFP,IGHV3-6-01_IGHJ1-03_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV3-6-01_IGHJ1-03_36_1.aln.fasta
53,IGHV1-76*01_IGHJ2*01_48_1,3,m42,pos_YFP,IGHV1-76-01_IGHJ2-01_48_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-76-01_IGHJ2-01_48_1.aln.fasta
51,IGHV5-16*01_IGHJ2*01_48_1,3,m42,pos_YFP,IGHV5-16-01_IGHJ2-01_48_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV5-16-01_IGHJ2-01_48_1.aln.fasta
49,IGHV1-26*01_IGHJ4*01_45_1,3,m42,pos_YFP,IGHV1-26-01_IGHJ4-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-26-01_IGHJ4-01_45_1.aln.fasta
48,IGHV1-62_IGHJ2*01_33_1,3,m42,pos_YFP,IGHV1-62_IGHJ2-01_33_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-62_IGHJ2-01_33_1.aln.fasta
45,IGHV1-42*01_IGHJ4*01_54_3,3,m42,pos_YFP,IGHV1-42-01_IGHJ4-01_54_3,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-42-01_IGHJ4-01_54_3.aln.fasta
36,IGHV1-26*01_IGHJ3*01_45_2,3,m42,pos_YFP,IGHV1-26-01_IGHJ3-01_45_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-26-01_IGHJ3-01_45_2.aln.fasta
35,IGHV1-26*01_IGHJ3*01_45_1,3,m42,pos_YFP,IGHV1-26-01_IGHJ3-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-26-01_IGHJ3-01_45_1.aln.fasta
30,IGHV1-64*01_IGHJ3*01_36_1,3,m42,pos_YFP,IGHV1-64-01_IGHJ3-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-64-01_IGHJ3-01_36_1.aln.fasta
28,IGHV2-2*01_IGHJ4*01_51_2,3,m42,pos_YFP,IGHV2-2-01_IGHJ4-01_51_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV2-2-01_IGHJ4-01_51_2.aln.fasta
100,IGHV1-61*01_IGHJ3*01_45_1,4,m42,pos_YFP,IGHV1-61-01_IGHJ3-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-61-01_IGHJ3-01_45_1.aln.fasta
57,IGHV1-9*01_IGHJ2*01_39_1,4,m42,pos_YFP,IGHV1-9-01_IGHJ2-01_39_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-9-01_IGHJ2-01_39_1.aln.fasta
56,IGHV1-78*01_IGHJ2*01_51_1,4,m42,pos_YFP,IGHV1-78-01_IGHJ2-01_51_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-78-01_IGHJ2-01_51_1.aln.fasta
52,IGHV5-16*01_IGHJ3*01_39_1,4,m42,pos_YFP,IGHV5-16-01_IGHJ3-01_39_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV5-16-01_IGHJ3-01_39_1.aln.fasta
62,IGHV1-34*01_IGHJ1*03_45_1,4,m42,pos_YFP,IGHV1-34-01_IGHJ1-03_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-34-01_IGHJ1-03_45_1.aln.fasta
73,IGHV1-61*01_IGHJ4*01_60_1,4,m42,pos_YFP,IGHV1-61-01_IGHJ4-01_60_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-61-01_IGHJ4-01_60_1.aln.fasta
72,IGHV1-18*01_IGHJ2*01_42_1,4,m42,pos_YFP,IGHV1-18-01_IGHJ2-01_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-18-01_IGHJ2-01_42_1.aln.fasta
70,IGHV1-85*01_IGHJ1*03_51_1,4,m42,pos_YFP,IGHV1-85-01_IGHJ1-03_51_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-85-01_IGHJ1-03_51_1.aln.fasta
69,IGHV2-2*01_IGHJ3*01_39_1,4,m42,pos_YFP,IGHV2-2-01_IGHJ3-01_39_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV2-2-01_IGHJ3-01_39_1.aln.fasta
68,IGHV1-69*01_IGHJ4*01_48_1,4,m42,pos_YFP,IGHV1-69-01_IGHJ4-01_48_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-69-01_IGHJ4-01_48_1.aln.fasta
21,IGHV9-3*01_IGHJ2*01_39_3,4,m42,pos_YFP,IGHV9-3-01_IGHJ2-01_39_3,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV9-3-01_IGHJ2-01_39_3.aln.fasta
12,IGHV1-63*01_IGHJ4*01_54_4,4,m42,pos_YFP,IGHV1-63-01_IGHJ4-01_54_4,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-63-01_IGHJ4-01_54_4.aln.fasta
44,IGHV1-42*01_IGHJ4*01_54_2,4,m42,pos_YFP,IGHV1-42-01_IGHJ4-01_54_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-42-01_IGHJ4-01_54_2.aln.fasta
43,IGHV1-42*01_IGHJ4*01_54_1,4,m42,pos_YFP,IGHV1-42-01_IGHJ4-01_54_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-42-01_IGHJ4-01_54_1.aln.fasta
40,IGHV8-12*01_IGHJ1*03_45_1,4,m42,pos_YFP,IGHV8-12-01_IGHJ1-03_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV8-12-01_IGHJ1-03_45_1.aln.fasta
32,IGHV6-3*01_IGHJ4*01_36_2,4,m42,pos_YFP,IGHV6-3-01_IGHJ4-01_36_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV6-3-01_IGHJ4-01_36_2.aln.fasta
98,IGHV1-54*01_IGHJ2*01_45_1,4,m42,pos_YFP,IGHV1-54-01_IGHJ2-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-54-01_IGHJ2-01_45_1.aln.fasta
93,IGHV1-53*01_IGHJ2*01_33_1,4,m42,pos_YFP,IGHV1-53-01_IGHJ2-01_33_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-53-01_IGHJ2-01_33_1.aln.fasta
87,IGHV6-3*01_IGHJ4*01_51_1,4,m42,pos_YFP,IGHV6-3-01_IGHJ4-01_51_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV6-3-01_IGHJ4-01_51_1.aln.fasta
78,IGHV1-82*01_IGHJ2*01_24_1,4,m42,pos_YFP,IGHV1-82-01_IGHJ2-01_24_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-82-01_IGHJ2-01_24_1.aln.fasta
22,IGHV1-76*01_IGHJ1*03_48_1,5,m42,pos_YFP,IGHV1-76-01_IGHJ1-03_48_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-76-01_IGHJ1-03_48_1.aln.fasta
66,IGHV1-52*01_IGHJ4*01_60_3,5,m42,pos_YFP,IGHV1-52-01_IGHJ4-01_60_3,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-52-01_IGHJ4-01_60_3.aln.fasta
76,IGHV1-55*01_IGHJ4*01_42_1,5,m42,pos_YFP,IGHV1-55-01_IGHJ4-01_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-55-01_IGHJ4-01_42_1.aln.fasta
90,IGHV1-39*01_IGHJ4*01_18_1,5,m42,pos_YFP,IGHV1-39-01_IGHJ4-01_18_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-39-01_IGHJ4-01_18_1.aln.fasta
81,IGHV6-6*01_IGHJ4*01_39_2,5,m42,pos_YFP,IGHV6-6-01_IGHJ4-01_39_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV6-6-01_IGHJ4-01_39_2.aln.fasta
29,IGHV1-81*01_IGHJ1*03_48_1,5,m42,pos_YFP,IGHV1-81-01_IGHJ1-03_48_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-81-01_IGHJ1-03_48_1.aln.fasta
46,IGHV1-53*01_IGHJ2*01_42_1,5,m42,pos_YFP,IGHV1-53-01_IGHJ2-01_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-53-01_IGHJ2-01_42_1.aln.fasta
77,IGHV1-26*01_IGHJ4*01_42_1,6,m42,pos_YFP,IGHV1-26-01_IGHJ4-01_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-26-01_IGHJ4-01_42_1.aln.fasta
61,IGHV1-39*01_IGHJ4*01_39_3,6,m42,pos_YFP,IGHV1-39-01_IGHJ4-01_39_3,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-39-01_IGHJ4-01_39_3.aln.fasta
50,IGHV1-69*01_IGHJ1*03_45_1,6,m42,pos_YFP,IGHV1-69-01_IGHJ1-03_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-69-01_IGHJ1-03_45_1.aln.fasta
37,IGHV1-55*01_IGHJ3*01_36_1,6,m42,pos_YFP,IGHV1-55-01_IGHJ3-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-55-01_IGHJ3-01_36_1.aln.fasta
25,IGHV1-5*01_IGHJ1*03_42_1,7,m42,pos_YFP,IGHV1-5-01_IGHJ1-03_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-5-01_IGHJ1-03_42_1.aln.fasta
23,IGHV1-26*01_IGHJ2*01_45_1,7,m42,pos_YFP,IGHV1-26-01_IGHJ2-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-26-01_IGHJ2-01_45_1.aln.fasta
18,IGHV7-1*01_IGHJ3*01_45_1,7,m42,pos_YFP,IGHV7-1-01_IGHJ3-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV7-1-01_IGHJ3-01_45_1.aln.fasta
9,IGHV1-64*01_IGHJ3*01_39_2,7,m42,pos_YFP,IGHV1-64-01_IGHJ3-01_39_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-64-01_IGHJ3-01_39_2.aln.fasta
8,IGHV1-64*01_IGHJ3*01_39_1,7,m42,pos_YFP,IGHV1-64-01_IGHJ3-01_39_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-64-01_IGHJ3-01_39_1.aln.fasta
39,IGHV1-37*01_IGHJ2*01_33_1,7,m42,pos_YFP,IGHV1-37-01_IGHJ2-01_33_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-37-01_IGHJ2-01_33_1.aln.fasta
64,IGHV1-52*01_IGHJ4*01_60_1,7,m42,pos_YFP,IGHV1-52-01_IGHJ4-01_60_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-52-01_IGHJ4-01_60_1.aln.fasta
59,IGHV1-52*01_IGHJ1*03_45_1,7,m42,pos_YFP,IGHV1-52-01_IGHJ1-03_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-52-01_IGHJ1-03_45_1.aln.fasta
60,IGHV3-1*01_IGHJ2*01_51_1,7,m42,pos_YFP,IGHV3-1-01_IGHJ2-01_51_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV3-1-01_IGHJ2-01_51_1.aln.fasta
38,IGHV1-39*01_IGHJ3*01_39_1,8,m42,pos_YFP,IGHV1-39-01_IGHJ3-01_39_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-39-01_IGHJ3-01_39_1.aln.fasta
17,IGHV1-64*01_IGHJ2*01_42_2,9,m42,pos_YFP,IGHV1-64-01_IGHJ2-01_42_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-64-01_IGHJ2-01_42_2.aln.fasta
13,IGHV2-2*01_IGHJ3*01_21_1,9,m42,pos_YFP,IGHV2-2-01_IGHJ3-01_21_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV2-2-01_IGHJ3-01_21_1.aln.fasta
34,IGHV1-75*01_IGHJ3*01_39_1,9,m42,pos_YFP,IGHV1-75-01_IGHJ3-01_39_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-75-01_IGHJ3-01_39_1.aln.fasta
41,IGHV1-18*01_IGHJ1*03_54_1,9,m42,pos_YFP,IGHV1-18-01_IGHJ1-03_54_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-18-01_IGHJ1-03_54_1.aln.fasta
47,IGHV14-3*01_IGHJ2*01_30_1,9,m42,pos_YFP,IGHV14-3-01_IGHJ2-01_30_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV14-3-01_IGHJ2-01_30_1.aln.fasta
42,IGHV5-6*01_IGHJ2*01_33_1,10,m42,pos_YFP,IGHV5-6-01_IGHJ2-01_33_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV5-6-01_IGHJ2-01_33_1.aln.fasta
6,IGHV1-78*01_IGHJ1*03_51_1,11,m42,pos_YFP,IGHV1-78-01_IGHJ1-03_51_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/pos_YFP_MIDs/m42_pos_YFP_IGHV1-78-01_IGHJ1-03_51_1.aln.fasta
